     0.000   GOAL                   SET-BUFFER-CHUNK GOAL GOAL REQUESTED NIL 
    16.953   PROCEDURAL             CONFLICT-RESOLUTION 
    16.954   PROCEDURAL             CONFLICT-RESOLUTION 
    16.955   PROCEDURAL             CONFLICT-RESOLUTION 
    16.956   PROCEDURAL             CONFLICT-RESOLUTION 
    16.957   PROCEDURAL             CONFLICT-RESOLUTION 
    16.958   PROCEDURAL             CONFLICT-RESOLUTION 
    16.959   PROCEDURAL             CONFLICT-RESOLUTION 
    16.960   PROCEDURAL             CONFLICT-RESOLUTION 
    16.961   PROCEDURAL             CONFLICT-RESOLUTION 
    16.962   PROCEDURAL             CONFLICT-RESOLUTION 
    16.963   PROCEDURAL             CONFLICT-RESOLUTION 
    16.964   PROCEDURAL             CONFLICT-RESOLUTION 
    16.965   PROCEDURAL             CONFLICT-RESOLUTION 
    16.966   PROCEDURAL             CONFLICT-RESOLUTION 
    16.967   PROCEDURAL             CONFLICT-RESOLUTION 
    16.968   PROCEDURAL             CONFLICT-RESOLUTION 
    16.969   PROCEDURAL             CONFLICT-RESOLUTION 
    16.970   PROCEDURAL             CONFLICT-RESOLUTION 
    16.971   PROCEDURAL             CONFLICT-RESOLUTION 
    16.972   PROCEDURAL             CONFLICT-RESOLUTION 
    16.973   PROCEDURAL             CONFLICT-RESOLUTION 
    16.974   PROCEDURAL             CONFLICT-RESOLUTION 
    16.975   PROCEDURAL             CONFLICT-RESOLUTION 
    16.976   PROCEDURAL             CONFLICT-RESOLUTION 
    16.977   PROCEDURAL             CONFLICT-RESOLUTION 
    16.978   PROCEDURAL             CONFLICT-RESOLUTION 
    16.979   PROCEDURAL             CONFLICT-RESOLUTION 
    16.980   PROCEDURAL             CONFLICT-RESOLUTION 
    16.981   PROCEDURAL             CONFLICT-RESOLUTION 
    16.982   PROCEDURAL             CONFLICT-RESOLUTION 
    16.983   PROCEDURAL             CONFLICT-RESOLUTION 
    16.984   PROCEDURAL             CONFLICT-RESOLUTION 
    16.985   PROCEDURAL             CONFLICT-RESOLUTION 
    16.986   PROCEDURAL             CONFLICT-RESOLUTION 
    16.987   PROCEDURAL             CONFLICT-RESOLUTION 
    16.988   PROCEDURAL             CONFLICT-RESOLUTION 
    16.989   PROCEDURAL             CONFLICT-RESOLUTION 
    16.990   PROCEDURAL             CONFLICT-RESOLUTION 
    16.991   PROCEDURAL             CONFLICT-RESOLUTION 
    16.992   PROCEDURAL             CONFLICT-RESOLUTION 
    16.993   PROCEDURAL             CONFLICT-RESOLUTION 
    16.994   PROCEDURAL             CONFLICT-RESOLUTION 
    16.995   PROCEDURAL             CONFLICT-RESOLUTION 
    16.996   PROCEDURAL             CONFLICT-RESOLUTION 
    16.997   PROCEDURAL             CONFLICT-RESOLUTION 
    16.998   PROCEDURAL             CONFLICT-RESOLUTION 
    16.999   PROCEDURAL             CONFLICT-RESOLUTION 
    17.000   PROCEDURAL             CONFLICT-RESOLUTION 
    17.001   PROCEDURAL             CONFLICT-RESOLUTION 
    17.002   PROCEDURAL             CONFLICT-RESOLUTION 
    17.003   PROCEDURAL             CONFLICT-RESOLUTION 
    17.004   PROCEDURAL             CONFLICT-RESOLUTION 
    17.005   PROCEDURAL             CONFLICT-RESOLUTION 
    17.006   PROCEDURAL             CONFLICT-RESOLUTION 
    17.007   PROCEDURAL             CONFLICT-RESOLUTION 
    17.008   PROCEDURAL             CONFLICT-RESOLUTION 
    17.009   PROCEDURAL             CONFLICT-RESOLUTION 
    17.010   PROCEDURAL             CONFLICT-RESOLUTION 
    17.011   PROCEDURAL             CONFLICT-RESOLUTION 
    17.012   PROCEDURAL             CONFLICT-RESOLUTION 
    17.013   PROCEDURAL             CONFLICT-RESOLUTION 
    17.014   PROCEDURAL             CONFLICT-RESOLUTION 
    17.015   PROCEDURAL             CONFLICT-RESOLUTION 
    17.016   PROCEDURAL             CONFLICT-RESOLUTION 
    17.017   PROCEDURAL             CONFLICT-RESOLUTION 
    17.018   PROCEDURAL             CONFLICT-RESOLUTION 
    17.019   PROCEDURAL             CONFLICT-RESOLUTION 
    17.020   PROCEDURAL             CONFLICT-RESOLUTION 
    17.021   PROCEDURAL             CONFLICT-RESOLUTION 
    17.022   PROCEDURAL             CONFLICT-RESOLUTION 
    17.023   PROCEDURAL             CONFLICT-RESOLUTION 
    17.024   PROCEDURAL             CONFLICT-RESOLUTION 
    17.025   PROCEDURAL             CONFLICT-RESOLUTION 
    17.026   PROCEDURAL             CONFLICT-RESOLUTION 
    17.027   PROCEDURAL             CONFLICT-RESOLUTION 
    17.028   PROCEDURAL             CONFLICT-RESOLUTION 
    17.029   PROCEDURAL             CONFLICT-RESOLUTION 
    17.030   PROCEDURAL             CONFLICT-RESOLUTION 
    17.031   PROCEDURAL             CONFLICT-RESOLUTION 
    17.032   PROCEDURAL             CONFLICT-RESOLUTION 
    17.033   PROCEDURAL             CONFLICT-RESOLUTION 
    17.034   PROCEDURAL             CONFLICT-RESOLUTION 
    17.044   PROCEDURAL             CONFLICT-RESOLUTION 
    17.094   PROCEDURAL             PRODUCTION-FIRED CLICK-FIRST-TILE 
    17.094   PROCEDURAL             CLEAR-BUFFER MANUAL 
    17.094   MOTOR                  CLICK-MOUSE 
    17.094   PROCEDURAL             CONFLICT-RESOLUTION 
    17.124   PROCEDURAL             CONFLICT-RESOLUTION 
    17.134   PROCEDURAL             CONFLICT-RESOLUTION 
    17.144   MOTOR                  OUTPUT-KEY #(28 2) 
*** CONCENTRATION: Clicked 4 #(205 6).
    17.144   PROCEDURAL             CONFLICT-RESOLUTION 
    17.154   PROCEDURAL             CONFLICT-RESOLUTION 
    17.204   PROCEDURAL             PRODUCTION-FIRED READ-FIRST-TILE 
    17.204   PROCEDURAL             CLEAR-BUFFER VISUAL 
    17.204   PROCEDURAL             CLEAR-BUFFER IMAGINAL 
    17.204   PROCEDURAL             CONFLICT-RESOLUTION 
    17.404   IMAGINAL               SET-BUFFER-CHUNK IMAGINAL TILE25 
    17.404   PROCEDURAL             CONFLICT-RESOLUTION 
    17.454   PROCEDURAL             PRODUCTION-FIRED FIND-RANDOM-SECOND-TILE 
    17.454   PROCEDURAL             CLEAR-BUFFER VISUAL-LOCATION 
    17.454   VISION                 Find-location 
    17.454   VISION                 SET-BUFFER-CHUNK VISUAL-LOCATION VISUAL-LOCATION0-31 
    17.454   PROCEDURAL             CONFLICT-RESOLUTION 
    17.504   PROCEDURAL             PRODUCTION-FIRED ATTEND-SECOND-TILE 
    17.504   PROCEDURAL             CLEAR-BUFFER VISUAL-LOCATION 
    17.504   PROCEDURAL             CLEAR-BUFFER VISUAL 
    17.504   PROCEDURAL             CLEAR-BUFFER MANUAL 
    17.504   MOTOR                  MOVE-CURSOR OBJECT NIL LOC VISUAL-LOCATION0-31-0 
    17.504   PROCEDURAL             CONFLICT-RESOLUTION 
    17.544   PROCEDURAL             CONFLICT-RESOLUTION 
    17.545   PROCEDURAL             CONFLICT-RESOLUTION 
    17.546   PROCEDURAL             CONFLICT-RESOLUTION 
    17.547   PROCEDURAL             CONFLICT-RESOLUTION 
    17.548   PROCEDURAL             CONFLICT-RESOLUTION 
    17.549   PROCEDURAL             CONFLICT-RESOLUTION 
    17.550   PROCEDURAL             CONFLICT-RESOLUTION 
    17.551   PROCEDURAL             CONFLICT-RESOLUTION 
    17.552   PROCEDURAL             CONFLICT-RESOLUTION 
    17.553   PROCEDURAL             CONFLICT-RESOLUTION 
    17.554   PROCEDURAL             CONFLICT-RESOLUTION 
    17.555   PROCEDURAL             CONFLICT-RESOLUTION 
    17.556   PROCEDURAL             CONFLICT-RESOLUTION 
    17.557   PROCEDURAL             CONFLICT-RESOLUTION 
    17.558   PROCEDURAL             CONFLICT-RESOLUTION 
    17.559   PROCEDURAL             CONFLICT-RESOLUTION 
    17.560   PROCEDURAL             CONFLICT-RESOLUTION 
    17.561   PROCEDURAL             CONFLICT-RESOLUTION 
    17.562   PROCEDURAL             CONFLICT-RESOLUTION 
    17.563   PROCEDURAL             CONFLICT-RESOLUTION 
    17.564   PROCEDURAL             CONFLICT-RESOLUTION 
    17.565   PROCEDURAL             CONFLICT-RESOLUTION 
    17.566   PROCEDURAL             CONFLICT-RESOLUTION 
    17.567   PROCEDURAL             CONFLICT-RESOLUTION 
    17.568   PROCEDURAL             CONFLICT-RESOLUTION 
    17.569   PROCEDURAL             CONFLICT-RESOLUTION 
    17.570   PROCEDURAL             CONFLICT-RESOLUTION 
    17.571   PROCEDURAL             CONFLICT-RESOLUTION 
    17.572   PROCEDURAL             CONFLICT-RESOLUTION 
    17.573   PROCEDURAL             CONFLICT-RESOLUTION 
    17.574   PROCEDURAL             CONFLICT-RESOLUTION 
    17.575   PROCEDURAL             CONFLICT-RESOLUTION 
    17.576   PROCEDURAL             CONFLICT-RESOLUTION 
    17.577   PROCEDURAL             CONFLICT-RESOLUTION 
    17.578   PROCEDURAL             CONFLICT-RESOLUTION 
    17.579   PROCEDURAL             CONFLICT-RESOLUTION 
    17.580   PROCEDURAL             CONFLICT-RESOLUTION 
    17.581   PROCEDURAL             CONFLICT-RESOLUTION 
    17.582   PROCEDURAL             CONFLICT-RESOLUTION 
    17.583   PROCEDURAL             CONFLICT-RESOLUTION 
    17.584   PROCEDURAL             CONFLICT-RESOLUTION 
    17.585   PROCEDURAL             CONFLICT-RESOLUTION 
    17.586   PROCEDURAL             CONFLICT-RESOLUTION 
    17.587   PROCEDURAL             CONFLICT-RESOLUTION 
    17.588   PROCEDURAL             CONFLICT-RESOLUTION 
    17.589   VISION                 Encoding-complete VISUAL-LOCATION0-31-0 NIL 
    17.589   VISION                 SET-BUFFER-CHUNK VISUAL TEXT31 
    17.589   PROCEDURAL             CONFLICT-RESOLUTION 
    17.590   PROCEDURAL             CONFLICT-RESOLUTION 
    17.591   PROCEDURAL             CONFLICT-RESOLUTION 
    17.592   PROCEDURAL             CONFLICT-RESOLUTION 
    17.593   PROCEDURAL             CONFLICT-RESOLUTION 
    17.594   PROCEDURAL             CONFLICT-RESOLUTION 
    17.595   PROCEDURAL             CONFLICT-RESOLUTION 
    17.596   PROCEDURAL             CONFLICT-RESOLUTION 
    17.597   PROCEDURAL             CONFLICT-RESOLUTION 
    17.598   PROCEDURAL             CONFLICT-RESOLUTION 
    17.599   PROCEDURAL             CONFLICT-RESOLUTION 
    17.600   PROCEDURAL             CONFLICT-RESOLUTION 
    17.601   PROCEDURAL             CONFLICT-RESOLUTION 
    17.602   PROCEDURAL             CONFLICT-RESOLUTION 
    17.603   PROCEDURAL             CONFLICT-RESOLUTION 
    17.604   PROCEDURAL             CONFLICT-RESOLUTION 
    17.605   PROCEDURAL             CONFLICT-RESOLUTION 
    17.606   PROCEDURAL             CONFLICT-RESOLUTION 
    17.607   PROCEDURAL             CONFLICT-RESOLUTION 
    17.608   PROCEDURAL             CONFLICT-RESOLUTION 
    17.609   PROCEDURAL             CONFLICT-RESOLUTION 
    17.610   PROCEDURAL             CONFLICT-RESOLUTION 
    17.611   PROCEDURAL             CONFLICT-RESOLUTION 
    17.612   PROCEDURAL             CONFLICT-RESOLUTION 
    17.613   PROCEDURAL             CONFLICT-RESOLUTION 
    17.614   PROCEDURAL             CONFLICT-RESOLUTION 
    17.615   PROCEDURAL             CONFLICT-RESOLUTION 
    17.616   PROCEDURAL             CONFLICT-RESOLUTION 
    17.617   PROCEDURAL             CONFLICT-RESOLUTION 
    17.618   PROCEDURAL             CONFLICT-RESOLUTION 
    17.619   PROCEDURAL             CONFLICT-RESOLUTION 
    17.620   PROCEDURAL             CONFLICT-RESOLUTION 
    17.621   PROCEDURAL             CONFLICT-RESOLUTION 
    17.622   PROCEDURAL             CONFLICT-RESOLUTION 
    17.623   PROCEDURAL             CONFLICT-RESOLUTION 
    17.624   PROCEDURAL             CONFLICT-RESOLUTION 
    17.625   PROCEDURAL             CONFLICT-RESOLUTION 
    17.626   PROCEDURAL             CONFLICT-RESOLUTION 
    17.627   PROCEDURAL             CONFLICT-RESOLUTION 
    17.628   PROCEDURAL             CONFLICT-RESOLUTION 
    17.629   PROCEDURAL             CONFLICT-RESOLUTION 
    17.630   PROCEDURAL             CONFLICT-RESOLUTION 
    17.631   PROCEDURAL             CONFLICT-RESOLUTION 
    17.632   PROCEDURAL             CONFLICT-RESOLUTION 
    17.633   PROCEDURAL             CONFLICT-RESOLUTION 
    17.634   PROCEDURAL             CONFLICT-RESOLUTION 
    17.635   PROCEDURAL             CONFLICT-RESOLUTION 
    17.636   PROCEDURAL             CONFLICT-RESOLUTION 
    17.637   PROCEDURAL             CONFLICT-RESOLUTION 
    17.638   PROCEDURAL             CONFLICT-RESOLUTION 
    17.639   PROCEDURAL             CONFLICT-RESOLUTION 
    17.640   PROCEDURAL             CONFLICT-RESOLUTION 
    17.641   PROCEDURAL             CONFLICT-RESOLUTION 
    17.642   PROCEDURAL             CONFLICT-RESOLUTION 
    17.643   PROCEDURAL             CONFLICT-RESOLUTION 
    17.644   PROCEDURAL             CONFLICT-RESOLUTION 
    17.645   PROCEDURAL             CONFLICT-RESOLUTION 
    17.646   PROCEDURAL             CONFLICT-RESOLUTION 
    17.647   PROCEDURAL             CONFLICT-RESOLUTION 
    17.648   PROCEDURAL             CONFLICT-RESOLUTION 
    17.649   PROCEDURAL             CONFLICT-RESOLUTION 
    17.650   PROCEDURAL             CONFLICT-RESOLUTION 
    17.651   PROCEDURAL             CONFLICT-RESOLUTION 
    17.652   PROCEDURAL             CONFLICT-RESOLUTION 
    17.653   PROCEDURAL             CONFLICT-RESOLUTION 
    17.654   PROCEDURAL             CONFLICT-RESOLUTION 
    17.655   PROCEDURAL             CONFLICT-RESOLUTION 
    17.656   PROCEDURAL             CONFLICT-RESOLUTION 
    17.657   PROCEDURAL             CONFLICT-RESOLUTION 
    17.658   PROCEDURAL             CONFLICT-RESOLUTION 
    17.659   PROCEDURAL             CONFLICT-RESOLUTION 
    17.660   PROCEDURAL             CONFLICT-RESOLUTION 
    17.661   PROCEDURAL             CONFLICT-RESOLUTION 
    17.662   PROCEDURAL             CONFLICT-RESOLUTION 
    17.663   PROCEDURAL             CONFLICT-RESOLUTION 
    17.664   PROCEDURAL             CONFLICT-RESOLUTION 
    17.665   PROCEDURAL             CONFLICT-RESOLUTION 
    17.666   PROCEDURAL             CONFLICT-RESOLUTION 
    17.667   PROCEDURAL             CONFLICT-RESOLUTION 
    17.668   PROCEDURAL             CONFLICT-RESOLUTION 
    17.669   PROCEDURAL             CONFLICT-RESOLUTION 
    17.670   PROCEDURAL             CONFLICT-RESOLUTION 
    17.671   PROCEDURAL             CONFLICT-RESOLUTION 
    17.672   PROCEDURAL             CONFLICT-RESOLUTION 
    17.673   PROCEDURAL             CONFLICT-RESOLUTION 
    17.674   PROCEDURAL             CONFLICT-RESOLUTION 
    17.675   PROCEDURAL             CONFLICT-RESOLUTION 
    17.676   PROCEDURAL             CONFLICT-RESOLUTION 
    17.677   PROCEDURAL             CONFLICT-RESOLUTION 
    17.678   PROCEDURAL             CONFLICT-RESOLUTION 
    17.679   PROCEDURAL             CONFLICT-RESOLUTION 
    17.680   PROCEDURAL             CONFLICT-RESOLUTION 
    17.681   PROCEDURAL             CONFLICT-RESOLUTION 
    17.682   PROCEDURAL             CONFLICT-RESOLUTION 
    17.683   PROCEDURAL             CONFLICT-RESOLUTION 
    17.684   PROCEDURAL             CONFLICT-RESOLUTION 
    17.685   PROCEDURAL             CONFLICT-RESOLUTION 
    17.695   PROCEDURAL             CONFLICT-RESOLUTION 
    17.745   PROCEDURAL             PRODUCTION-FIRED CLICK-SECOND-TILE 
    17.745   PROCEDURAL             CLEAR-BUFFER MANUAL 
    17.745   MOTOR                  CLICK-MOUSE 
    17.745   PROCEDURAL             CONFLICT-RESOLUTION 
    17.775   PROCEDURAL             CONFLICT-RESOLUTION 
    17.785   PROCEDURAL             CONFLICT-RESOLUTION 
    17.795   MOTOR                  OUTPUT-KEY #(28 2) 
*** CONCENTRATION: Clicked 4 #(5 6).
*** CONCENTRATION: Removing matching '4's from window.
*** CONCENTRATION: 4 tiles remain.
    17.795   PROCEDURAL             CONFLICT-RESOLUTION 
    17.805   PROCEDURAL             CONFLICT-RESOLUTION 
    17.855   PROCEDURAL             PRODUCTION-FIRED READ-SECOND-TILE 
    17.855   PROCEDURAL             CONFLICT-RESOLUTION 
    17.880   VISION                 Encoding-complete VISUAL-LOCATION0-31-0 NIL 
    17.880   VISION                 No visual-object found 
    17.905   PROCEDURAL             PRODUCTION-FIRED MATCH-FOUND-RESTART 
    17.905   PROCEDURAL             CLEAR-BUFFER VISUAL 
    17.905   PROCEDURAL             CLEAR-BUFFER IMAGINAL 
    17.905   PROCEDURAL             CONFLICT-RESOLUTION 
    17.955   PROCEDURAL             PRODUCTION-FIRED START-FIND-UNATTENDED 
    17.955   PROCEDURAL             CLEAR-BUFFER VISUAL-LOCATION 
    17.955   VISION                 Find-location 
    17.955   VISION                 SET-BUFFER-CHUNK VISUAL-LOCATION VISUAL-LOCATION5-32 
    17.955   PROCEDURAL             CONFLICT-RESOLUTION 
    18.005   PROCEDURAL             PRODUCTION-FIRED ATTEND-FIRST-TILE 
    18.005   PROCEDURAL             CLEAR-BUFFER VISUAL-LOCATION 
    18.005   PROCEDURAL             CLEAR-BUFFER VISUAL 
    18.005   PROCEDURAL             CLEAR-BUFFER MANUAL 
    18.005   MOTOR                  MOVE-CURSOR OBJECT NIL LOC VISUAL-LOCATION5-32-0 
    18.005   PROCEDURAL             CONFLICT-RESOLUTION 
    18.045   PROCEDURAL             CONFLICT-RESOLUTION 
    18.046   PROCEDURAL             CONFLICT-RESOLUTION 
    18.047   PROCEDURAL             CONFLICT-RESOLUTION 
    18.048   PROCEDURAL             CONFLICT-RESOLUTION 
    18.049   PROCEDURAL             CONFLICT-RESOLUTION 
    18.050   PROCEDURAL             CONFLICT-RESOLUTION 
    18.051   PROCEDURAL             CONFLICT-RESOLUTION 
    18.052   PROCEDURAL             CONFLICT-RESOLUTION 
    18.053   PROCEDURAL             CONFLICT-RESOLUTION 
    18.054   PROCEDURAL             CONFLICT-RESOLUTION 
    18.055   PROCEDURAL             CONFLICT-RESOLUTION 
    18.056   PROCEDURAL             CONFLICT-RESOLUTION 
    18.057   PROCEDURAL             CONFLICT-RESOLUTION 
    18.058   PROCEDURAL             CONFLICT-RESOLUTION 
    18.059   PROCEDURAL             CONFLICT-RESOLUTION 
    18.060   PROCEDURAL             CONFLICT-RESOLUTION 
    18.061   PROCEDURAL             CONFLICT-RESOLUTION 
    18.062   PROCEDURAL             CONFLICT-RESOLUTION 
    18.063   PROCEDURAL             CONFLICT-RESOLUTION 
    18.064   PROCEDURAL             CONFLICT-RESOLUTION 
    18.065   PROCEDURAL             CONFLICT-RESOLUTION 
    18.066   PROCEDURAL             CONFLICT-RESOLUTION 
    18.067   PROCEDURAL             CONFLICT-RESOLUTION 
    18.068   PROCEDURAL             CONFLICT-RESOLUTION 
    18.069   PROCEDURAL             CONFLICT-RESOLUTION 
    18.070   PROCEDURAL             CONFLICT-RESOLUTION 
    18.071   PROCEDURAL             CONFLICT-RESOLUTION 
    18.072   PROCEDURAL             CONFLICT-RESOLUTION 
    18.073   PROCEDURAL             CONFLICT-RESOLUTION 
    18.074   PROCEDURAL             CONFLICT-RESOLUTION 
    18.075   PROCEDURAL             CONFLICT-RESOLUTION 
    18.076   PROCEDURAL             CONFLICT-RESOLUTION 
    18.077   PROCEDURAL             CONFLICT-RESOLUTION 
    18.078   PROCEDURAL             CONFLICT-RESOLUTION 
    18.079   PROCEDURAL             CONFLICT-RESOLUTION 
    18.080   PROCEDURAL             CONFLICT-RESOLUTION 
    18.081   PROCEDURAL             CONFLICT-RESOLUTION 
    18.082   PROCEDURAL             CONFLICT-RESOLUTION 
    18.083   PROCEDURAL             CONFLICT-RESOLUTION 
    18.084   PROCEDURAL             CONFLICT-RESOLUTION 
    18.085   PROCEDURAL             CONFLICT-RESOLUTION 
    18.086   PROCEDURAL             CONFLICT-RESOLUTION 
    18.087   PROCEDURAL             CONFLICT-RESOLUTION 
    18.088   PROCEDURAL             CONFLICT-RESOLUTION 
    18.089   PROCEDURAL             CONFLICT-RESOLUTION 
    18.090   VISION                 Encoding-complete VISUAL-LOCATION5-32-0 NIL 
    18.090   VISION                 SET-BUFFER-CHUNK VISUAL TEXT32 
    18.090   PROCEDURAL             CONFLICT-RESOLUTION 
    18.091   PROCEDURAL             CONFLICT-RESOLUTION 
    18.092   PROCEDURAL             CONFLICT-RESOLUTION 
    18.093   PROCEDURAL             CONFLICT-RESOLUTION 
    18.094   PROCEDURAL             CONFLICT-RESOLUTION 
    18.095   PROCEDURAL             CONFLICT-RESOLUTION 
    18.096   PROCEDURAL             CONFLICT-RESOLUTION 
    18.097   PROCEDURAL             CONFLICT-RESOLUTION 
    18.098   PROCEDURAL             CONFLICT-RESOLUTION 
    18.099   PROCEDURAL             CONFLICT-RESOLUTION 
    18.100   PROCEDURAL             CONFLICT-RESOLUTION 
    18.101   PROCEDURAL             CONFLICT-RESOLUTION 
    18.102   PROCEDURAL             CONFLICT-RESOLUTION 
    18.103   PROCEDURAL             CONFLICT-RESOLUTION 
    18.104   PROCEDURAL             CONFLICT-RESOLUTION 
    18.105   PROCEDURAL             CONFLICT-RESOLUTION 
    18.106   PROCEDURAL             CONFLICT-RESOLUTION 
    18.107   PROCEDURAL             CONFLICT-RESOLUTION 
    18.108   PROCEDURAL             CONFLICT-RESOLUTION 
    18.109   PROCEDURAL             CONFLICT-RESOLUTION 
    18.110   PROCEDURAL             CONFLICT-RESOLUTION 
    18.111   PROCEDURAL             CONFLICT-RESOLUTION 
    18.112   PROCEDURAL             CONFLICT-RESOLUTION 
    18.113   PROCEDURAL             CONFLICT-RESOLUTION 
    18.123   PROCEDURAL             CONFLICT-RESOLUTION 
    18.173   PROCEDURAL             PRODUCTION-FIRED CLICK-FIRST-TILE 
    18.173   PROCEDURAL             CLEAR-BUFFER MANUAL 
    18.173   MOTOR                  CLICK-MOUSE 
    18.173   PROCEDURAL             CONFLICT-RESOLUTION 
    18.203   PROCEDURAL             CONFLICT-RESOLUTION 
    18.213   PROCEDURAL             CONFLICT-RESOLUTION 
    18.223   MOTOR                  OUTPUT-KEY #(28 2) 
*** CONCENTRATION: Clicked 9 #(105 106).
    18.223   PROCEDURAL             CONFLICT-RESOLUTION 
    18.233   PROCEDURAL             CONFLICT-RESOLUTION 
    18.283   PROCEDURAL             PRODUCTION-FIRED READ-FIRST-TILE 
    18.283   PROCEDURAL             CLEAR-BUFFER VISUAL 
    18.283   PROCEDURAL             CLEAR-BUFFER IMAGINAL 
    18.283   PROCEDURAL             CONFLICT-RESOLUTION 
    18.483   IMAGINAL               SET-BUFFER-CHUNK IMAGINAL TILE26 
    18.483   PROCEDURAL             CONFLICT-RESOLUTION 
    18.533   PROCEDURAL             PRODUCTION-FIRED FIND-RANDOM-SECOND-TILE 
    18.533   PROCEDURAL             CLEAR-BUFFER VISUAL-LOCATION 
    18.533   VISION                 Find-location 
    18.533   VISION                 SET-BUFFER-CHUNK VISUAL-LOCATION VISUAL-LOCATION2-33 
    18.533   PROCEDURAL             CONFLICT-RESOLUTION 
    18.583   PROCEDURAL             PRODUCTION-FIRED ATTEND-SECOND-TILE 
    18.583   PROCEDURAL             CLEAR-BUFFER VISUAL-LOCATION 
    18.583   PROCEDURAL             CLEAR-BUFFER VISUAL 
    18.583   PROCEDURAL             CLEAR-BUFFER MANUAL 
    18.583   MOTOR                  MOVE-CURSOR OBJECT NIL LOC VISUAL-LOCATION2-33-0 
    18.583   PROCEDURAL             CONFLICT-RESOLUTION 
    18.623   PROCEDURAL             CONFLICT-RESOLUTION 
    18.624   PROCEDURAL             CONFLICT-RESOLUTION 
    18.625   PROCEDURAL             CONFLICT-RESOLUTION 
    18.626   PROCEDURAL             CONFLICT-RESOLUTION 
    18.627   PROCEDURAL             CONFLICT-RESOLUTION 
    18.628   PROCEDURAL             CONFLICT-RESOLUTION 
    18.629   PROCEDURAL             CONFLICT-RESOLUTION 
    18.630   PROCEDURAL             CONFLICT-RESOLUTION 
    18.631   PROCEDURAL             CONFLICT-RESOLUTION 
    18.632   PROCEDURAL             CONFLICT-RESOLUTION 
    18.633   PROCEDURAL             CONFLICT-RESOLUTION 
    18.634   PROCEDURAL             CONFLICT-RESOLUTION 
    18.635   PROCEDURAL             CONFLICT-RESOLUTION 
    18.636   PROCEDURAL             CONFLICT-RESOLUTION 
    18.637   PROCEDURAL             CONFLICT-RESOLUTION 
    18.638   PROCEDURAL             CONFLICT-RESOLUTION 
    18.639   PROCEDURAL             CONFLICT-RESOLUTION 
    18.640   PROCEDURAL             CONFLICT-RESOLUTION 
    18.641   PROCEDURAL             CONFLICT-RESOLUTION 
    18.642   PROCEDURAL             CONFLICT-RESOLUTION 
    18.643   PROCEDURAL             CONFLICT-RESOLUTION 
    18.644   PROCEDURAL             CONFLICT-RESOLUTION 
    18.645   PROCEDURAL             CONFLICT-RESOLUTION 
    18.646   PROCEDURAL             CONFLICT-RESOLUTION 
    18.647   PROCEDURAL             CONFLICT-RESOLUTION 
    18.648   PROCEDURAL             CONFLICT-RESOLUTION 
    18.649   PROCEDURAL             CONFLICT-RESOLUTION 
    18.650   PROCEDURAL             CONFLICT-RESOLUTION 
    18.651   PROCEDURAL             CONFLICT-RESOLUTION 
    18.652   PROCEDURAL             CONFLICT-RESOLUTION 
    18.653   PROCEDURAL             CONFLICT-RESOLUTION 
    18.654   PROCEDURAL             CONFLICT-RESOLUTION 
    18.655   PROCEDURAL             CONFLICT-RESOLUTION 
    18.656   PROCEDURAL             CONFLICT-RESOLUTION 
    18.657   PROCEDURAL             CONFLICT-RESOLUTION 
    18.658   PROCEDURAL             CONFLICT-RESOLUTION 
    18.659   PROCEDURAL             CONFLICT-RESOLUTION 
    18.660   PROCEDURAL             CONFLICT-RESOLUTION 
    18.661   PROCEDURAL             CONFLICT-RESOLUTION 
    18.662   PROCEDURAL             CONFLICT-RESOLUTION 
    18.663   PROCEDURAL             CONFLICT-RESOLUTION 
    18.664   PROCEDURAL             CONFLICT-RESOLUTION 
    18.665   PROCEDURAL             CONFLICT-RESOLUTION 
    18.666   PROCEDURAL             CONFLICT-RESOLUTION 
    18.667   PROCEDURAL             CONFLICT-RESOLUTION 
    18.668   VISION                 Encoding-complete VISUAL-LOCATION2-33-0 NIL 
    18.668   VISION                 SET-BUFFER-CHUNK VISUAL TEXT33 
    18.668   PROCEDURAL             CONFLICT-RESOLUTION 
    18.669   PROCEDURAL             CONFLICT-RESOLUTION 
    18.670   PROCEDURAL             CONFLICT-RESOLUTION 
    18.671   PROCEDURAL             CONFLICT-RESOLUTION 
    18.672   PROCEDURAL             CONFLICT-RESOLUTION 
    18.673   PROCEDURAL             CONFLICT-RESOLUTION 
    18.674   PROCEDURAL             CONFLICT-RESOLUTION 
    18.675   PROCEDURAL             CONFLICT-RESOLUTION 
    18.676   PROCEDURAL             CONFLICT-RESOLUTION 
    18.677   PROCEDURAL             CONFLICT-RESOLUTION 
    18.678   PROCEDURAL             CONFLICT-RESOLUTION 
    18.679   PROCEDURAL             CONFLICT-RESOLUTION 
    18.680   PROCEDURAL             CONFLICT-RESOLUTION 
    18.681   PROCEDURAL             CONFLICT-RESOLUTION 
    18.682   PROCEDURAL             CONFLICT-RESOLUTION 
    18.683   PROCEDURAL             CONFLICT-RESOLUTION 
    18.684   PROCEDURAL             CONFLICT-RESOLUTION 
    18.685   PROCEDURAL             CONFLICT-RESOLUTION 
    18.686   PROCEDURAL             CONFLICT-RESOLUTION 
    18.687   PROCEDURAL             CONFLICT-RESOLUTION 
    18.688   PROCEDURAL             CONFLICT-RESOLUTION 
    18.689   PROCEDURAL             CONFLICT-RESOLUTION 
